,,,,Day 5,,,,,,,Day 8,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
24905-22,Protein CXorf40A,EOLA1,Q8TE69,344.4333333,29.69335878,0.491366436,0.308537539,0.8556287,402.55,57.45,345.1833333,46.53824294,0.492547441,0.121672505,0.840577946,1.003151237,0.1105882,0.792442651,0.308537539,0.985792713,410.65,65.55,1.017608696,0.017608696,,,,,,,,,,,,,,
24907-3,Mitochondrial-processing peptidase subunit alpha,PMPCA,Q10713,1457.016667,125.7714517,0.488555285,0.433816167,0.949443938,1534.6,75.8,1432.65,157.1029254,0.042180525,0.121672505,0.881278258,0.983799061,0.076174148,0.214111295,0.121672505,0.927140763,1625.65,25.15,1.061110783,0.036023848,,,,,,,,,,,,,,
24908-19,Amphiphysin,AMPH,P49418,843.4166667,28.6374706,0.199153239,0.066807201,0.944316931,893.15,21.45,921.2,163.3263502,0.913950012,0.308537539,0.991070468,1.095697784,0.216010629,0.606882128,0.433816167,1.052238305,929.5,0.1,1.041301936,0.025119998,,,,,,,,,,,,,,
24909-40,1-phosphatidylinositol-4;5-bisphosphate phosphodiesterase delta-1,PLCD1,P51178,2000.216667,145.3559587,0.622759755,0.308537539,0.946982609,2112.2,167.1,2087.616667,196.9942505,0.575115488,0.308537539,0.909954087,1.047131162,0.105510491,0.591811267,0.308537539,0.966873374,2294.2,265.3,1.083007549,0.039924931,,,,,,,,,,,,,,
24910-18,Non-POU domain-containing octamer-binding protein,NONO,Q15233,577.95,99.38493766,0.470349889,0.308537539,0.94336081,612.65,0.85,462.3666667,59.78209505,0.709710272,0.308537539,0.950198657,0.8127214,0.108728605,0.858781883,0.433816167,1.023389031,486.6,48.1,0.794147069,0.077409573,,,,,,,,,,,,,,
24911-57,LRP,MVP,Q14764,884.55,169.6064047,0.863160175,0.433816167,1.047362501,844.55,179.05,562.3333333,70.28642986,0.993942174,0.433816167,0.999082053,0.656781063,0.131666371,0.812924741,0.433816167,0.959577063,562.85,50.85,0.684448481,0.084897875,,,,,,,,,,,,,,
24912-40,WD repeat-containing protein 26,WDR26,Q9H7D7,462.2166667,17.56022178,0.861271194,0.433816167,1.009316883,457.95,18.85,524.55,115.2914098,0.360122207,0.308537539,1.12491958,1.13194603,0.232315232,0.325179344,0.433816167,1.112542668,466.3,28,1.017440556,0.019262464,,,,,,,,,,,,,,
24914-10,Enhancer of zeste homolog 2,EZH2,Q15910,203.3833333,13.84574744,0.808368263,0.433816167,0.948837571,214.35,35.25,215.5166667,23.05127738,0.703181783,0.308537539,0.896305538,1.062993203,0.119993504,0.520058893,0.433816167,0.954322601,240.45,49.55,1.113871977,0.047986997,,,,,,,,,,,,,,
24915-123,Calpain-13,CAPN13,Q6MZZ7,2825.55,265.0127025,0.973504364,0.433816167,1.007398032,2804.8,494.7,2882.883333,638.0673956,0.547902499,0.202328381,0.810162807,1.027366579,0.227835595,0.107574523,0.202328381,0.816965607,3558.4,799.3,1.25753957,0.06317569,,,,,,,,,,,,,,
24917-95,DnaJ homolog subfamily C member 1,DNAJC1,Q96KC8,661.45,194.4940509,0.753114716,0.308537539,0.957443729,690.85,17.95,319.1333333,36.69557951,0.861522794,0.433816167,0.951926423,0.514140596,0.11518457,0.800012715,0.433816167,1.06476167,335.25,72.55,0.482869181,0.092469419,,,,,,,,,,,,,,
24920-6,Glutaminase kidney isoform; mitochondrial,GLS,O94925,468.6833333,50.54204246,0.08676936,0.308537539,0.906719546,516.9,4.3,407.2833333,36.05053937,0.966065089,0.433816167,1.00390272,0.871916153,0.045104012,0.286406225,0.066807201,1.111466812,405.7,28.1,0.784473404,0.04783665,,,,,,,,,,,,,,
24921-73,HIRA-interacting protein 3,HIRIP3,Q9BW71,528.6666667,33.9318762,0.781349976,0.308537539,1.035180471,510.7,49.9,607.5,86.68696557,0.71541672,0.433816167,1.052585983,1.158588974,0.218658966,0.777286945,0.433816167,1.025924171,577.15,60.55,1.129312483,0.008218733,,,,,,,,,,,,,,
24922-19,NHL repeat-containing protein 2,NHLRC2,Q8NBF2,2537.766667,1739.174746,0.339573675,0.121672505,1.478109771,1716.9,10.7,2387.85,973.7254246,0.309157738,0.308537539,1.272027488,1.045148305,0.170238997,0.684949456,0.433816167,0.956315423,1877.2,142.6,1.092890775,0.076245599,,,,,,,,,,,,,,
24923-27,Secernin-3,SCRN3,Q0VDG4,426.3,44.24458536,0.17195513,0.202328381,0.904135737,471.5,18.1,438.4833333,56.43404459,0.358940803,0.121672505,0.892314476,1.029543716,0.082026491,0.848351706,0.433816167,0.989277642,491.4,37.3,1.040702501,0.03915861,,,,,,,,,,,,,,
24926-9,Far upstream element-binding protein 2,KHSRP,Q92945,4326.433333,640.5704871,0.305237315,0.308537539,1.107226793,3907.45,222.75,4973.6,1128.443864,0.323488129,0.202328381,1.16186605,1.154053105,0.213633668,0.573154969,0.433816167,1.055289079,4280.7,376.1,1.093589546,0.033910332,,,,,,,,,,,,,,
24928-20,Mitotic-spindle organizing protein 2A,MZT2A,Q6P582,1282.6,85.66862514,0.831135722,0.433816167,1.028259911,1247.35,128.65,1442.25,137.6419237,0.939309063,0.433816167,0.991305244,1.12664859,0.102363765,0.430613628,0.202328381,0.964380734,1454.9,127.7,1.168261197,0.018115848,,,,,,,,,,,,,,
24929-26,Transcription factor SOX-6,SOX6,P35712,394.2,14.75883916,0.363878591,0.066807201,0.923834075,426.7,22,557.7333333,294.9442584,0.565894205,0.121672505,1.170970677,1.42046679,0.765679548,0.417133277,0.433816167,1.271281464,476.3,15.4,1.117350351,0.021517946,,,,,,,,,,,,,,
24931-9,Epidermal growth factor receptor kinase substrate 8-like protein 3,EPS8L3,Q8TE67,566.1666667,105.6170546,0.02015468,0.121672505,1.384101373,409.05,10.75,577.0166667,99.5968108,0.035372068,0.121672505,1.283114669,1.025592338,0.07949411,0.126500431,0.121672505,0.932409971,449.7,3.1,1.09993712,0.021328258,,,,,,,,,,,,,,
24934-96,Opioid growth factor receptor,OGFR,Q9NZT2,7634.933333,1097.962657,0.204334348,0.066807201,1.252110786,6097.65,695.25,8360.35,2288.434004,0.179538161,0.066807201,1.421513951,1.114219815,0.335682835,0.371027291,0.433816167,1.163570652,5881.3,1036.5,0.957586729,0.060800116,,,,,,,,,,,,,,
24935-62,Forkhead box protein P1,FOXP1,Q9H334,325,11.88107739,0.707043019,0.433816167,0.992366412,327.5,3.4,352.0833333,8.818052821,0.942731976,0.433816167,1.002800722,1.085126834,0.055639347,0.70695258,0.433816167,1.012398738,351.1,10.7,1.071837403,0.021544283,,,,,,,,,,,,,,
24937-7,Rho GTPase-activating protein 26,ARHGAP26,Q9UNA1,1486.8,343.073,0.670958127,0.308537539,1.085691336,1369.45,191.25,1515.616667,321.2437466,0.971176214,0.433816167,1.010849146,1.024633973,0.073360518,0.690362304,0.308537539,0.948564001,1499.35,350.35,1.080194876,0.104978444,,,,,,,,,,,,,,
24938-7,AP-2 complex subunit beta-1,AP2B1,P63010,2490.15,614.6592599,0.722968783,0.308537539,0.934969118,2663.35,339.75,3072.75,3853.602136,0.493694333,0.433816167,1.766151282,1.312415853,1.719371017,0.484824948,0.433816167,1.892333038,1739.8,605.9,0.693543804,0.3159673,,,,,,,,,,,,,,
24940-3,Inhibitor of nuclear factor kappa B kinase beta subunit,IKBKB,O14920,1074.483333,190.617745,0.453862044,0.308537539,1.087974214,987.6,63.9,969.6,268.2156471,0.259945084,0.202328381,1.247555327,0.91122777,0.243669274,0.317907913,0.308537539,1.161817014,777.2,90.5,0.784312641,0.040889451,,,,,,,,,,,,,,
24941-14,Clustered mitochondria protein homolog,CLUH,O75153,503.3333333,27.73016809,0.026416189,0.033376508,1.083252627,464.65,4.25,514.15,30.69195063,0.100719332,0.121672505,1.077543749,1.023010835,0.060172577,0.929619615,0.433816167,0.995912684,477.15,11.25,1.027209364,0.033607317,,,,,,,,,,,,,,
24942-22,Protein unc-13 homolog D,UNC13D,Q70J99,753.3666667,218.1039406,0.343206692,0.121672505,0.567166052,1328.3,361,445.1166667,71.25020273,0.441967532,0.066807201,0.425358753,0.625521711,0.13720621,0.632924771,0.308537539,0.845484434,1046.45,501.55,0.739838235,0.176517652,,,,,,,,,,,,,,
24944-12,RalBP1-associated Eps domain-containing protein 2,REPS2,Q8NFH8,232.55,31.87714699,0.109585494,0.121672505,1.146696252,202.8,6.9,217.0666667,28.34546799,0.168895112,0.121672505,1.103822358,0.937137608,0.065989332,0.556508155,0.308537539,0.965101309,196.65,1.35,0.971025114,0.039694641,,,,,,,,,,,,,,
24945-16,Sorting nexin-27,SNX27,Q96L92,1632.833333,334.8417271,0.073272648,0.121672505,0.807074776,2023.15,93.55,1195.5,254.3892424,0.027772354,0.121672505,0.774438038,0.754204272,0.173475797,0.907087475,0.433816167,0.985918953,1543.7,14.1,0.764975934,0.042341645,,,,,,,,,,,,,,
24946-9,Rho GTPase-activating protein 22,ARHGAP22,Q7Z5H3,259.9,72.11715006,0.259374662,0.202328381,1.196042338,217.3,11.1,284.55,83.46405913,0.258646628,0.308537539,1.21498719,1.09158055,0.038973623,0.56499744,0.308537539,1.013551066,234.2,15.3,1.076986237,0.015395549,,,,,,,,,,,,,,
24947-40,Numb-like protein,NUMBL,Q9Y6R0,251.8666667,10.98296661,0.400054533,0.433816167,1.018466101,247.3,0.9,280.55,27.0949411,0.117298832,0.121672505,1.099764798,1.112958652,0.085743237,0.123140437,0.202328381,1.079017402,255.1,6.7,1.031455702,0.023338819,,,,,,,,,,,,,,
24948-79,Paraspeckle component 1,PSPC1,Q8WXF1,701.5833333,50.89061527,0.504343361,0.308537539,1.043169033,672.55,29.35,749.0333333,35.72490572,0.83163666,0.433816167,1.010091475,1.070134104,0.047250485,0.204138762,0.308537539,0.970204588,741.55,26.15,1.102998396,0.009252848,,,,,,,,,,,,,,
24950-21,Specifically androgen-regulated gene protein,SARG,Q9BW04,2305.516667,1014.829555,0.94306986,0.308537539,0.9844852,2341.85,178.95,1079.95,554.1954251,0.762410023,0.433816167,1.132616675,0.528918663,0.284401674,0.626462464,0.433816167,1.262472106,953.5,286.6,0.418954732,0.154395862,,,,,,,,,,,,,,
24951-3,Protein VAC14 homolog,VAC14,Q08AM6,767.8166667,164.6074058,0.160148241,0.066807201,1.210685378,634.2,38.7,726.1666667,90.44447038,0.091813726,0.121672505,1.13756821,0.964984529,0.120640024,0.52559781,0.433816167,0.956672932,638.35,16.75,1.008688024,0.035140691,,,,,,,,,,,,,,
24952-28,Far upstream element-binding protein 3,FUBP3,Q96I24,882.6333333,176.7375235,0.797357735,0.433816167,1.025125823,861,12.9,651.2833333,103.2496879,0.723600747,0.433816167,1.044811636,0.754446505,0.128328458,0.708495006,0.433816167,1.043200417,623.35,54.15,0.723203799,0.052056528,,,,,,,,,,,,,,
24953-27,Kinesin-like protein KIF3B,KIF3B,O15066,240.8833333,8.694330848,0.026732282,0.121672505,1.052581749,228.85,0.45,269.65,43.95098596,0.153625259,0.066807201,1.140410235,1.121435828,0.192020277,0.356500702,0.433816167,1.085356992,236.45,3.25,1.033241446,0.01623316,,,,,,,,,,,,,,
24954-83,AP-1 complex subunit beta-1,AP1B1,Q10567,458.7666667,21.41320984,0.956730752,0.433816167,0.998512714,459.45,7.15,510,84.78195563,0.587089469,0.433816167,1.048304214,1.10905096,0.152415946,0.5021868,0.433816167,1.047652143,486.5,15.5,1.058606111,0.01726187,,,,,,,,,,,,,,
24955-116,Zinc fingers and homeoboxes protein 2,ZHX2,Q9Y6X8,219.1666667,82.0312068,0.324299095,0.308537539,1.231619369,177.95,10.65,238.2,68.0588226,0.179388526,0.121672505,1.272096128,1.111627911,0.103466593,0.265203523,0.433816167,1.057381958,187.25,14.05,1.051302136,0.016036146,,,,,,,,,,,,,,
24956-1,N6-adenosine-methyltransferase 70 kDa subunit,METTL3,Q86U44,479.9833333,34.92021462,0.371681556,0.202328381,0.960542992,499.7,12.3,565.55,197.498192,0.438086537,0.433816167,1.162487153,1.179917909,0.405189914,0.357712741,0.433816167,1.209032353,486.5,35.4,0.975919219,0.094864532,,,,,,,,,,,,,,
24957-6,Espin,None,B1AK53,1229.066667,253.3844027,0.70323282,0.433816167,1.10344002,1113.85,224.95,1460.25,260.198333,0.610210847,0.308537539,1.135674288,1.224662095,0.293314023,0.625486222,0.308537539,1.059071238,1285.8,249.2,1.156354786,0.009805637,,,,,,,,,,,,,,
24958-3,DNA-binding protein RFX5,RFX5,P48382,906.6,133.6690939,0.205044935,0.121672505,1.166945553,776.9,58,916.9666667,72.74133778,0.194229578,0.066807201,1.133106786,1.024485881,0.103940889,0.723021355,0.433816167,0.982304711,809.25,46.95,1.042941024,0.017428986,,,,,,,,,,,,,,
24959-20,Cytochrome b5 reductase 4,CYB5R4,Q7L1T6,855.75,180.5386731,0.995683593,0.433816167,0.999416058,856.25,36.65,674.4,250.439913,0.564936989,0.433816167,1.128042151,0.810519207,0.308402103,0.548656301,0.433816167,1.154006108,597.85,56.95,0.702352614,0.096573691,,,,,,,,,,,,,,
24960-48,Huntingtin-interacting protein 1-related protein,HIP1R,O75146,350.2166667,22.76293893,0.341207214,0.308537539,1.058216246,330.95,12.85,371.95,22.00081438,0.102428189,0.202328381,1.064843974,1.064182314,0.059513392,0.832591197,0.308537539,1.007439994,349.3,6.1,1.056323276,0.022582729,,,,,,,,,,,,,,
24962-7,SH3 domain-containing kinase-binding protein 1,SH3KBP1,Q96B97,481.3,32.01374705,0.917961878,0.433816167,1.003440008,479.65,5.55,496.45,26.04526508,0.084662162,0.202328381,1.059432352,1.03381533,0.055148081,0.069210721,0.121672505,1.058224387,468.6,6.6,0.97693395,0.002455992,,,,,,,,,,,,,,
24963-1,Armadillo repeat-containing protein 3,ARMC3,Q5W041,516.15,55.00332566,0.795879524,0.433816167,0.981647014,525.8,24.2,564.3333333,186.0961281,0.460474433,0.433816167,1.164294065,1.095231941,0.355679498,0.342996092,0.433816167,1.191866252,484.7,55.5,0.91892185,0.063259968,,,,,,,,,,,,,,
24967-4,Protocadherin-1,PCDH1,Q08174,326.3833333,78.42634372,0.095029761,0.121672505,1.335720619,244.35,21.05,327.0833333,54.93940349,0.238246994,0.202328381,1.193081646,1.021572378,0.0936218,0.065052011,0.066807201,0.911345166,274.15,26.45,1.120950016,0.011679976,,,,,,,,,,,,,,
24968-10,T-lymphoma invasion and metastasis-inducing protein 2,TIAM2,Q8IVF5,585.2333333,38.29454559,0.5753552,0.202328381,0.979224184,597.65,11.75,621.4166667,26.38847076,0.296948168,0.202328381,0.976916627,1.066182797,0.083062059,0.979820451,0.433816167,1.001190793,636.1,5.1,1.064914703,0.029470004,,,,,,,,,,,,,,
24970-117,Serrate RNA effector molecule homolog,SRRT,Q9BXP5,510.8166667,53.18744892,0.928406125,0.433816167,0.980924948,520.75,87.15,942.2833333,966.1665685,0.391836454,0.433816167,1.767554555,1.812971394,1.801132794,0.431686452,0.433816167,1.680176569,533.1,78.1,1.079036232,0.330557864,,,,,,,,,,,,,,
24971-2,Phosphatidylinositide phosphatase SAC2,INPP5F,Q9Y2H2,1752.333333,100.2803182,0.181290822,0.121672505,0.958633077,1827.95,22.05,1849.333333,344.5548948,0.445567718,0.121672505,0.933818084,1.05815017,0.200023786,0.799137893,0.308537539,0.976299555,1980.4,42.5,1.083837603,0.036324089,,,,,,,,,,,,,,
24973-11,MICAL-like protein 1,MICALL1,Q8N3F8,1275.183333,135.3906867,0.517622683,0.308537539,0.965791899,1320.35,25.55,1315.233333,372.4463794,0.842450169,0.308537539,1.031919763,1.036190065,0.286533314,0.627594415,0.308537539,1.074687926,1274.55,102.05,0.964177637,0.058632379,,,,,,,,,,,,,,
24975-3,Fc receptor-like A,FCRLA,Q7L513,353.7,28.62050547,0.261019385,0.202328381,1.082976118,326.6,14.5,377.4833333,33.36996737,0.266041374,0.308537539,1.052071721,1.067721238,0.047125104,0.627582091,0.308537539,0.969936405,358.8,0.4,1.100815717,0.050097452,,,,,,,,,,,,,,
24977-18,Villin-like protein,VILL,O15195,391.2833333,31.99059324,0.447491712,0.308537539,1.085541222,360.45,27.55,431.85,31.45710042,0.478508172,0.308537539,1.082195214,1.106942848,0.075808202,0.996827601,0.433816167,1.000128632,399.05,31.85,1.106800477,0.003766533,,,,,,,,,,,,,,
24979-17,Eukaryotic translation initiation factor 3 subunit B,EIF3B,P55884,3608.966667,1536.243352,0.837895684,0.308537539,0.95840415,3765.6,254.5,2891.433333,2647.289894,0.557922833,0.433816167,1.390814273,0.876392888,0.814285662,0.475660049,0.433816167,1.551883378,2078.95,560.45,0.564728575,0.187001652,,,,,,,,,,,,,,
24981-8,Cytoplasmic dynein 1 light intermediate chain 1,DYNC1LI1,Q9Y6G9,884.65,324.5061825,0.184985975,0.121672505,0.797952465,1108.65,21.35,677.5,161.4993189,0.743466013,0.433816167,0.898481533,0.81319155,0.19007523,0.588848362,0.202328381,1.189768194,754.05,177.45,0.683487383,0.173221897,,,,,,,,,,,,,,
24982-33,MAGUK p55 subfamily member 5,MPP5,Q8N3R9,198.2333333,18.47526875,0.44821398,0.121672505,0.861509489,230.1,27.9,202.9166667,14.56335775,0.46972207,0.121672505,0.826207926,1.027091957,0.053840697,0.549010371,0.308537539,0.966835172,245.6,39.2,1.062323741,0.041552228,,,,,,,,,,,,,,
24983-119,ELKS/RAB6-interacting/CAST family member 1,ERC1,Q8IUD2,1329.2,430.2691987,0.712899481,0.308537539,0.945847862,1405.3,37.7,469.8166667,63.91281605,0.674998267,0.433816167,0.806690705,0.378814863,0.081943577,0.84956647,0.433816167,0.921946593,582.4,201.2,0.410885908,0.132149435,,,,,,,,,,,,,,
2500-2,Angiopoietin-4,ANGPT4,Q9Y264,330.35,47.18487575,0.544402146,0.433816167,1.046570569,315.65,8.85,348.0166667,67.00356748,0.249640998,0.433816167,1.128641695,1.048147014,0.062475405,0.051315198,0.121672505,1.072825042,308.35,7.25,0.976997155,0.004423966,,,,,,,,,,,,,,
2501-51,Cadherin-1,CDH1,P12830,20114.76667,2915.151338,0.61556723,0.308537539,0.961221751,20926.25,794.35,20522.73333,3308.475957,0.401425074,0.308537539,0.93760346,1.030213606,0.158808286,0.846947733,0.433816167,0.983133729,21888.5,217.6,1.047887561,0.050175712,,,,,,,,,,,,,,
25033-194,Transitional endoplasmic reticulum ATPase,VCP,P55072,18217.63333,5962.274412,0.805261348,0.433816167,0.95884047,18999.65,1442.05,27124.53333,37314.05998,0.619645096,0.308537539,1.551950962,1.614218076,2.367462359,0.592914596,0.433816167,1.687188748,17477.7,7846,0.956750143,0.485571131,,,,,,,,,,,,,,
25036-10,Ran GTPase-activating protein 1,RANGAP1,P46060,2160.833333,694.280382,0.805314568,0.433816167,1.078206344,2004.1,464.6,8036.416667,13517.07841,0.436192149,0.433816167,2.861003815,4.25739164,7.514625227,0.493450455,0.433816167,2.555948725,2808.95,1509.05,1.665679596,1.139127159,,,,,,,,,,,,,,
25037-4,Aspartyl aminopeptidase,DNPEP,Q9ULA0,1325.066667,731.4035358,0.239005726,0.202328381,1.498859416,884.05,60.45,1298.683333,489.6295961,0.27339859,0.202328381,1.296802969,1.041283029,0.139039182,0.327387484,0.308537539,0.922007301,1001.45,112.65,1.129365275,0.050200632,,,,,,,,,,,,,,
25038-5,Wee1-like protein kinase 2,WEE2,P0C1S8,332.5166667,25.43884278,0.222898832,0.202328381,1.059138929,313.95,7.25,343.4833333,37.96627524,0.949579235,0.433816167,0.995459595,1.032796134,0.08089756,0.19298604,0.308537539,0.940198215,345.05,15.75,1.098487657,0.024800014,,,,,,,,,,,,,,
25039-10,Kelch-like protein 3,KLHL3,Q9UH77,662.9333333,324.8063406,0.393490742,0.433816167,1.260329531,526,25.3,735.85,402.1659556,0.303419294,0.202328381,1.390363722,1.09582416,0.109930522,0.148380219,0.308537539,1.088004142,529.25,14.45,1.007187489,0.020973086,,,,,,,,,,,,,,
25041-11,6-phosphofructo-2-kinase/fructose-2;6-bisphosphatase 4,PFKFB4,Q16877,2539.7,955.9683189,0.641813068,0.433816167,1.133516324,2240.55,406.45,2719.816667,953.6565322,0.999003365,0.433816167,0.999601847,1.078664711,0.127490014,0.267141403,0.202328381,0.897280773,2720.9,639.8,1.202148474,0.067477518,,,,,,,,,,,,,,
25042-3,NAD-dependent malic enzyme; mitochondrial,ME2,P23368,37633.45,10552.22229,0.345344827,0.121672505,0.658981011,57108.55,12679.65,8875.116667,1190.411842,0.648383498,0.433816167,0.780562848,0.253510977,0.068916166,0.858746072,0.433816167,1.121743039,11370.15,4053.55,0.22599737,0.121157297,,,,,,,,,,,,,,
25043-74,Succinyl-CoA:3-ketoacid-coenzyme A transferase 1; mitochondrial,OXCT1,P55809,10233.86667,1486.103258,0.030103808,0.121672505,0.831741052,12304.15,307.65,4776,767.5858519,0.762438338,0.433816167,0.901514794,0.479919653,0.113992429,0.693430978,0.308537539,1.120953521,5297.75,1327.95,0.428135194,0.097222011,,,,,,,,,,,,,,
25048-30,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,Q9UNF0,28247.2,10550.3841,0.550175441,0.308537539,0.895285577,31551.05,2233.05,8643.683333,5806.525468,0.961705391,0.433816167,0.966244301,0.318587673,0.190934969,0.919129299,0.433816167,1.077278945,8945.65,4780.15,0.295733686,0.17243604,,,,,,,,,,,,,,
25049-8,Nonspecific lipid-transfer protein:isoform SCPx,SCP2,P22307,14427.1,3903.706739,0.887868558,0.433816167,0.979080918,14735.35,1138.95,4905.566667,719.5870776,0.34838151,0.202328381,0.821709841,0.368222471,0.124084911,0.699911761,0.433816167,0.895171211,5969.95,713.15,0.411343067,0.080191457,,,,,,,,,,,,,,
2505-49,GDNF family receptor alpha-3,GFRA3,O60609,987.5333333,376.9323134,0.562655679,0.308537539,1.124689179,878.05,58.65,1127.133333,414.4869024,0.50681059,0.433816167,1.137312278,1.146920666,0.068586525,0.653751974,0.433816167,1.015031682,991.05,49.95,1.12993583,0.01858748,,,,,,,,,,,,,,
25050-82,Tripeptidyl-peptidase 2,TPP2,P29144,918.3666667,80.21811239,0.013768941,0.033376508,1.168182493,786.15,12.95,1155.516667,917.1343893,0.441141956,0.308537539,1.422174359,1.277671454,1.050003252,0.625527914,0.121672505,1.236068037,812.5,6.7,1.03365787,0.008504572,,,,,,,,,,,,,,
25051-104,Fat mass and obesity-associated protein,FTO,Q9C0B1,1427.75,157.8890618,0.093050014,0.066807201,1.275687991,1119.2,90,2016.233333,1133.456077,0.221540557,0.121672505,1.540756024,1.429577106,0.827382563,0.532896005,0.433816167,1.215186763,1308.6,5.7,1.176425838,0.089508868,,,,,,,,,,,,,,
25052-3,Cytokine receptor-like factor 3,CRLF3,Q8IUI8,475.3666667,25.75103018,0.256491117,0.308537539,1.036899698,458.45,6.85,525.0333333,9.22707369,0.807183431,0.433816167,1.017802333,1.106810131,0.04421825,0.775167464,0.308537539,0.984269577,515.85,29.35,1.124498976,0.047218196,,,,,,,,,,,,,,
25053-1,Cytoplasmic dynein 1 light intermediate chain 2,DYNC1LI2,O43237,2912.5,624.9909439,0.530628359,0.433816167,0.921327344,3161.2,233.6,1487.983333,107.9804522,0.622826984,0.433816167,0.865509152,0.53094597,0.100670522,0.933462809,0.433816167,0.985532914,1719.2,344.2,0.538739968,0.06907198,,,,,,,,,,,,,,
25054-15,Pre-mRNA-processing factor 19,PRPF19,Q9UMS4,8256.733333,16103.36632,0.351396903,0.433816167,9.615947515,858.65,18.85,7012.6,13400.3433,0.344515776,0.308537539,9.23865358,0.934145836,0.09914956,0.320847117,0.433816167,1.056421344,759.05,6.85,0.884254981,0.011434469,,,,,,,,,,,,,,
25055-56,Oxysterol-binding protein 1,OSBP,P22059,2002.85,622.1710637,0.733741359,0.308537539,0.948386486,2111.85,126.95,934.1,314.9505093,0.993989339,0.433816167,0.996639104,0.496719423,0.183156925,0.729038124,0.433816167,1.138876224,937.25,324.35,0.436148734,0.127367435,,,,,,,,,,,,,,
25057-2,Alpha-actinin-4,ACTN4,O43707,1426.45,199.2921704,0.740787411,0.433816167,1.074134036,1328,225.9,1308.75,223.5550175,0.91006595,0.433816167,0.975405254,0.924435665,0.158765189,0.278731571,0.308537539,0.914653067,1341.75,225.65,1.01069542,0.002007602,,,,,,,,,,,,,,
25058-23,Membrane-associated phosphatidylinositol transfer protein 3,PITPNM3,Q9BZ71,369.9,79.2499632,0.264299318,0.121672505,1.137279016,325.25,3.35,404.3666667,77.86723031,0.219691178,0.121672505,1.141311506,1.097171393,0.029616041,0.772833712,0.433816167,1.007406187,354.3,10.3,1.089105276,0.020450415,,,,,,,,,,,,,,
25059-18,Histone deacetylase 6,HDAC6,Q9UBN7,1180.916667,362.1967578,0.589197876,0.433816167,1.148584026,1028.15,190.65,965.8833333,204.6409328,0.147920344,0.121672505,0.860130312,0.8597454,0.190960171,0.378632144,0.121672505,0.761778414,1122.95,13.35,1.128602996,0.196292527,,,,,,,,,,,,,,
25060-18,NADP-dependent malic enzyme,ME1,P48163,844.8666667,191.9752038,0.691632014,0.433816167,1.08018496,782.15,110.65,766.1,195.4339786,0.932109421,0.308537539,0.988133626,0.907934345,0.090117076,0.390541875,0.121672505,0.906691061,775.3,54.8,1.001371233,0.071599728,,,,,,,,,,,,,,
25061-8,Engulfment and cell motility protein 2,ELMO2,Q96JJ3,1958.433333,396.1305537,0.721818898,0.433816167,1.052214014,1861.25,177.45,1358.866667,142.0467372,0.607329104,0.308537539,1.046932984,0.719663318,0.148207489,0.937289285,0.433816167,1.016499764,1297.95,81.85,0.707981785,0.111474207,,,,,,,,,,,,,,
25064-34,Type I inositol-3;4-bisphosphate 4-phosphatase,INPP4A,Q96PE3,319.3166667,50.18264696,0.379253622,0.121672505,0.846769204,377.1,42.8,256.5833333,53.0481359,0.617935375,0.202328381,0.930155278,0.813462803,0.157569823,0.313461984,0.308537539,1.109333299,275.85,25.45,0.733289809,0.015738011,,,,,,,,,,,,,,
25065-22,Myosin-binding protein H,MYBPH,Q13203,983.75,329.1247522,0.316841355,0.308537539,1.206907128,815.1,44.6,1029.866667,388.0397732,0.56486473,0.433816167,1.138414488,1.036451678,0.100414753,0.505475801,0.308537539,0.937195109,904.65,108.25,1.105908117,0.072293581,,,,,,,,,,,,,,
25066-32,Glycogenin-2,GYG2,O15488,343.15,25.27447659,0.85598274,0.433816167,1.014486327,338.25,20.35,376.5833333,21.26385169,0.908518072,0.433816167,1.010961969,1.099385511,0.042796576,0.972598351,0.433816167,0.99917396,372.5,27.8,1.100294397,0.015991157,,,,,,,,,,,,,,
25068-131,Glutamate dehydrogenase 2; mitochondrial,GLUD2,P49448,2088.1,143.8023064,0.909793622,0.433816167,1.022325581,2042.5,318.2,2049.05,267.9275819,0.484699151,0.202328381,0.855106938,0.982634002,0.122405713,0.016050621,0.121672505,0.835763529,2396.25,340.85,1.175732091,0.016287859,,,,,,,,,,,,,,
25070-18,Protein-methionine sulfoxide oxidase MICAL1,MICAL1,Q8TDZ2,3166.733333,1066.589447,0.396074569,0.308537539,0.863670249,3666.6,264.9,1365.683333,65.7656044,0.580937057,0.433816167,0.880007303,0.472359892,0.126019376,0.747804957,0.308537539,1.097859145,1551.9,241.4,0.430255461,0.096922127,,,,,,,,,,,,,,
25072-11,Chromodomain-helicase-DNA-binding protein 1-like,CHD1L,Q86WJ1,363.3166667,12.46387001,0.475871573,0.308537539,0.957482321,379.45,15.45,385.0666667,57.68121204,0.46531799,0.433816167,1.073955283,1.060233408,0.156287669,0.162020553,0.066807201,1.122833147,358.55,20.85,0.944248405,0.016501152,,,,,,,,,,,,,,
